# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-172.22791786694415,-178.15,-0.19505717306999562,-5.126702003628204,0.0,0.0
 0.0689661529130148,0.011890825619053353,0.17241538228253703,2.5,-172.22791786694415,-178.44230668107213,-0.19505717306999562,-5.126702003628204,0.0,0.0
 0.09760697361096815,0.023817803243730586,0.4164328163099575,8.519917658814078,-172.36101121904593,-178.73461336214424,-0.1928220757690701,-5.186128175477335,-4.646981087076445,-162.25027683681267
 0.11963372678285852,0.03578057145988911,0.5431017509845668,5.750685708698046,-172.49297690388698,-179.02692004321634,-0.19063927253647006,-5.24550889591071,-5.991154656849941,-61.024589474624634
 0.13824437466309705,0.04777876781497688,0.6446952536148886,5.458891237107197,-172.62383765242123,-179.31922672428846,-0.1885074629181785,-5.30482976387014,-7.031498815965059,-55.9004805103961
 0.15467647376871657,0.05981202884381116,0.7323021210795339,5.331447120756783,-172.75361574516938,-179.61153340536057,-0.1864253877052395,-5.364076279037262,-7.897840191567681,-52.72250185652463
 0.16956413546936824,0.07187999009368566,0.8106015230952119,5.259348552516526,-172.88233302436436,-179.9038400864327,-0.18439182700308476,-5.423233861570614,-8.645903015739613,-50.24716703088348
 0.18328369938301187,0.08398228614880567,0.8821195871309508,5.212852572129987,-173.01001090579635,-180.1961467675048,-0.18240559932722383,-5.482287844717227,-9.306263831388971,-48.132784672015205
 0.19608013734601962,0.0961185506540848,0.9484095918225788,5.180348225284307,-173.13667039028084,-180.48845344857693,-0.18046556015581652,-5.54122348406303,-9.898026689196099,-46.24434233321889
 0.2081234406195858,0.10828841633833564,1.0105089449140134,5.156338894806081,-173.26233207484302,-180.78076012964902,-0.1785706005306979,-5.600025967477726,-10.434154293698498,-44.516657292783094
 0.2195372542752973,0.12049151503684134,1.0691517372372064,5.137878897632771,-173.38701616354533,-181.07306681072114,-0.17671964622279987,-5.6586804091903105,-10.923963932062549,-42.91375811264874
 0.23041482392708604,0.13272747771337515,1.1248801955059593,5.123245362036252,-173.51074247805394,-181.36537349179326,-0.1749116561762096,-5.717171867565987,-11.37444470312476,-41.41373353450632
 0.2408285153229423,0.14499593448163164,1.1781083481250716,5.111362589474508,-173.63353046787546,-181.65768017286538,-0.1731456216882472,-5.77548534146895,-11.791014843244755,-40.00215910812876
 0.25083581452906306,0.1572965146261463,1.2291608246300123,5.101523943015067,-173.75539922034096,-181.9499868539375,-0.17142056512320222,-5.833605782837589,-12.177986283348082,-38.66891876947612
 0.26048327902010193,0.1696288466226607,1.2782977338729147,5.093245928870078,-173.8763674702839,-182.2422935350096,-0.16973553910703945,-5.8915180949192685,-12.53886449183234,-37.4065339985926
 0.26980923494795195,0.18199255815799784,1.3257312849201333,5.086186490069957,-173.99645360947397,-182.5346002160817,-0.1680896253388763,-5.949207144604878,-12.876550148762263,-36.209227187262954
 0.27884567498847657,0.1943872761494478,1.3716372748410768,5.080096776504303,-174.1156756957956,-182.82690689715383,-0.1664819338418746,-6.006657761134641,-13.193479488267773,-35.07236678207507
 0.287619628512151,0.2068126267636694,1.4161632587515676,5.074791402797832,-174.23405146215035,-183.11921357822595,-0.16491160178510147,-6.063854751123657,-13.491724800606995,-33.99212356601608
 0.29615417298098595,0.2192682354351294,1.4594345037328422,5.070129418070936,-174.35159832514165,-183.41152025929807,-0.16337779278874326,-6.120782897912305,-13.773068196029488,-32.965250395010145
 0.30446919508161335,0.2317537268841139,1.5015584201565018,5.066001739247467,-174.4683333935294,-183.7038269403702,-0.16187969601744023,-6.177426969545731,-14.039056899073401,-31.98893518561339
 0.31258197333453935,0.2442687251342867,1.542627921040378,5.062322622840556,-174.58427347643067,-183.99613362144228,-0.160416525409717,-6.233771722993737,-14.291045470081556,-31.06069994175787
 0.3205076308170134,0.2568128535298374,1.5827240103788809,5.059023737420803,-174.69943509132926,-184.2884403025144,-0.15898751891230947,-6.289801909240159,-14.530228583971843,-30.17833087276264
 0.3282594917148513,0.2693857347522313,1.621917806329657,5.056049955915466,-174.81383447185965,-184.58074698358652,-0.15759193749847167,-6.345502288210004,-14.757666841294332,-29.33982695508943
 0.33584936554149664,0.28198699083656453,1.660272143140866,5.053356312269719,-174.92748757539678,-184.87305366465864,-0.15622906471898215,-6.40085762401993,-14.974307364395315,-28.543362913417063
 0.34328777618058415,0.29461624318752705,1.6978428543052013,5.0509057629741445,-175.04041009041933,-185.16536034573076,-0.1548982059056557,-6.455852694698561,-15.181000418173374,-27.787260452108296
 0.35058414829825085,0.3072731125950249,1.734679811197095,5.0486675155589,-175.1526174437199,-185.45766702680288,-0.15359868728902384,-6.510472307086312,-15.378512977548544,-27.06996794981609
 0.3577469604339988,0.3199572192494127,1.7708277718306222,5.046615763258853,-175.26412480739947,-185.74997370787497,-0.1523298558294362,-6.564701282982243,-15.56753989443609,-26.390042528709913
 0.364783871768702,0.332668182756412,1.806327080506754,5.044728715148582,-175.37494710569973,-186.0422803889471,-0.15109107803164354,-6.618524488855434,-15.748713182406545,-25.746137666532928
 0.3717018278952552,0.3454056221516848,1.8412142491598953,5.042987844232461,-175.48509902164167,-186.3345870700192,-0.14988173969501115,-6.6719268273431,-15.922609789200825,-25.13699185324608
