# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.6166739332817022,0.8733930965927692,2.472611103250077,4.731834626625497,135.48588619746684,116.73434381125685,0.11359914671845571,8.8028830223382,16.321560645273497,-163.6055454042284
 0.6185636834673697,0.8780647376830996,2.4720945264414533,-0.27335719426917116,135.51604211712916,116.64511843070983,0.11105239060757112,9.004758875778977,15.957622277820239,-192.5854381248323
 0.6204924264423743,0.8828143604048743,2.462548293539838,-4.949458287251591,135.54601508295124,116.55589305016281,0.10853279545637264,9.213804876167352,15.540155536800196,-216.44498330267749
 0.6224610183717635,0.8876429324461703,2.452804956278761,-4.9493940900694975,135.57579594691347,116.46666766961577,0.10604345744834046,9.430096151732458,15.128002669130906,-209.3642981647204
 0.624470338895805,0.8925514215334536,2.4428601751453094,-4.9493254134729145,135.60537637239833,116.37744228906874,0.1035870727396403,9.65371424785251,14.721606200166125,-202.25567006469964
 0.6265212923354907,0.8975407954302089,2.432709490235963,-4.949251754297398,135.6347487863223,116.28821690852172,0.10116596871516441,9.884746943070626,14.321346041118074,-195.15809150177432
 0.6286148089754797,0.9026120219355876,2.4223483150367087,-4.94917260333245,135.6639063332874,116.1989915279747,0.09878213627232538,10.123287850782775,13.927544882222362,-188.10510094525895
 0.630751846430737,0.9077660688831055,2.4117719297986535,-4.949087444413476,135.69284283231323,116.10976614742766,0.09643726224318985,10.369435804577886,13.54047349737685,-181.12522262690518
 0.6329333911037084,0.913003904139388,2.4009754744780483,-4.948995752582915,135.72155273545786,116.02054076688063,0.09413275422479446,10.623294816296804,13.160355366702925,-174.24265264125148
 0.6351604597395395,0.9183264956029291,2.389953941206114,-4.948896991592288,135.7500310888413,115.93131538633361,0.09186976914334645,10.884973471955478,12.787371222081099,-167.47761547215754
 0.6374341010876364,0.9237348112029141,2.378702166246155,-4.948790612634166,135.77827349535676,115.84209000578657,0.0896492338124241,11.154585013992772,12.421662958894,-160.8469442611086
 0.6397553976786646,0.9292298188980577,2.367214821398407,-4.9486760511976255,135.80627607961677,115.75286462523955,0.08747186840774857,11.432246940679462,12.063337519319301,-154.3643500617829
 0.6421254677270708,0.9348124866755017,2.35548640479982,-4.948552725888637,135.83403545454746,115.66363924469252,0.08533820771842221,11.718080643309866,11.712470249293391,-148.04088607501737
 0.6445454671702298,0.9404837825497301,2.3435112310709356,-4.948420034862642,135.8615486900196,115.5744138641455,0.08324861593235706,12.012211720283029,11.369108183020227,-141.88518400027215
 0.6470165918565411,0.9462446745615269,2.331283420747198,-4.948277353818973,135.88881328284108,115.48518848359846,0.08120330849347153,12.314769170770875,11.033272814004366,-135.90385417465828
 0.6495400798961263,0.9520961307769754,2.318796888932537,-4.948124032604321,135.91582712872759,115.39596310305144,0.0792023653611081,12.62588554572443,10.704962917494807,-130.10162574954524
 0.6521172141892838,0.9580391192864849,2.3060453331006103,-4.947959392641325,135.94258849563377,115.30673772250441,0.07724574353670485,12.945697124720278,10.384156920823111,-124.48167622597633
 0.6547493251495738,0.9640746082038486,2.2930222199669963,-4.94778272272344,135.96909599858827,115.21751234195739,0.07533329421942275,13.274343175373522,10.070815157267456,-119.04580326702035
 0.6574377936403426,0.9702035656653454,2.279720771339307,-4.947593276008954,135.99534857602882,115.12828696141035,0.07346477183200982,13.61196632158168,9.76488195070776,-113.79460373449024
